imei,sn,model,firmware,configuration,description,companyname,group,lastlogin
864403041389009,1102098820,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.52,"2020-05-14 22:38:00"
864403041389181,1102098819,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.52,"2020-05-15 03:28:58"
864403041389504,1102098256,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.52,"2020-05-14 22:41:52"
864403041389553,1102098261,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.52,"2020-05-15 00:56:26"
864403041389579,1102099165,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.52,"2020-02-27 07:59:22"
864403041389728,1102098723,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.52,"2020-05-15 07:02:17"
864403041391674,1102098816,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.52,"2020-05-15 06:37:24"
864403041392300,1102098272,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.52,"2020-05-15 06:26:47"
867060037576549,1101712642,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.52,"2020-05-14 22:58:45"
867060038028441,1101714487,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.52,"2020-05-14 22:54:19"
867060038028995,1101712979,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.52,"2020-05-15 07:49:12"
867060033910585,1100246833,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.59,"2020-03-03 15:01:03"
867060038722878,1101712837,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.59,"2020-03-10 02:28:56"
867060038723504,1101713268,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.59,"2020-03-25 20:58:20"
864403041384786,1102097181,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","Prospect - NZ - Club Parapente","2020-05-15 05:38:00"
867060039079450,1101713064,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",HKS,"2020-05-15 00:22:15"
867060039116047,1101713062,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",HKS,"2020-05-15 06:34:42"
867060036635312,1101712647,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.53,"2020-05-14 21:45:37"
867060036643019,1101712646,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.53,"2020-05-15 01:58:07"
867060038721755,1101713446,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.53,"2020-05-12 01:06:50"
867060038742074,1101713159,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.53,"2020-05-12 14:53:04"
867060038745374,1101712919,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.53,"2020-05-14 23:26:49"
867060038745721,1101712824,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.53,"2020-05-15 06:26:58"
867060038746141,1101713879,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.53,"2020-05-15 06:17:38"
867060038746273,1101712921,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.53,"2020-05-14 18:18:54"
867060038746695,1101713459,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.53,"2020-05-07 09:53:40"
867060038753766,1101712708,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.53,"2020-05-15 00:11:38"
864403041369811,1102097020,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.54,"2020-05-14 23:37:57"
864403041374209,1102097150,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.54,"2020-05-15 07:50:56"
864403041377285,1102097871,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.54,"2020-05-15 01:29:46"
864403041385213,1102097017,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.54,"2020-05-15 03:27:38"
864403041363350,1102097016,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.56,"2019-11-25 13:43:30"
864403041378200,1102097872,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.56,"2019-06-27 10:44:52"
867060038027161,1101714516,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5076.41,"2019-06-28 13:16:56"
867060038721870,1101713154,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5076.41,"2019-06-28 13:15:02"
867060038722605,1101713273,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5076.41,"2019-06-28 13:14:25"
867060039051566,1101713063,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5076.41,"2019-06-28 13:15:18"
864403041366460,1102097147,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","JPS Stock","2019-07-02 09:28:51"
864403041369282,1102097877,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","JPS Stock","2019-07-02 09:32:26"
864403041369753,1102096143,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","JPS Stock","2020-05-07 21:40:11"
864403041377962,1102097876,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","JPS Stock","2020-05-14 22:28:48"
864403041378309,1102097874,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","JPS Stock","2019-07-02 09:28:54"
864403041385254,1102097019,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","JPS Stock","2020-04-17 08:23:44"
864403041385361,1102097402,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","JPS Stock","2020-05-15 05:47:31"
868446032715225,,FM36M1,01.13.06.Rev.10,,,"Logifleet SA",5079.65,"2020-05-14 17:31:34"
868446032790541,,FM36M1,01.13.06.Rev.10,,,"Logifleet SA",5079.65,"2020-05-15 04:21:09"
868446032807774,,FM36M1,01.13.06.Rev.10,,,"Logifleet SA",5079.65,"2020-05-15 06:02:33"
868446032815470,,FM36M1,01.13.06.Rev.10,,,"Logifleet SA",5079.65,"2020-05-15 05:14:58"
868446032815587,,FM36M1,01.12.00.Rev.04,,,"Logifleet SA",5079.65,"2020-05-04 04:30:00"
868446032818961,,FM36M1,01.13.06.Rev.10,,,"Logifleet SA",5079.65,"2020-05-14 22:33:23"
868446032821205,,FM36M1,01.13.06.Rev.10,,,"Logifleet SA",5079.65,"2020-05-15 01:52:13"
868446032831196,,FM36M1,01.13.06.Rev.10,,,"Logifleet SA",5079.65,"2020-05-15 07:35:40"
868446032832640,,FM36M1,01.13.06.Rev.10,,,"Logifleet SA",5079.65,"2020-05-15 00:19:24"
862061046162060,1104350119,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-01-StTk-Id2M.cfg,,"Logifleet SA",5079.12,"2020-05-14 21:39:39"
867060035753850,1101073304,FM3001,03.10.02.Rev.00,FM3001-OBDACC_IDLE-001.cfg,,"Logifleet SA",5079.12,"2020-05-15 01:33:15"
867060036642060,1101075260,FM3001,03.10.02.Rev.00,FM3001-OBDACC_IDLE-001.cfg,,"Logifleet SA",5079.12,"2020-02-11 04:45:21"
862061046121777,1105855483,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-01-StTk-IdFE-BP.cfg,,"Logifleet SA",PILOT-DE,"2020-04-29 12:00:36"
862061046135298,1106233598,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",PILOT-DE,"2020-05-15 03:08:04"
864431044809491,1106231756,FMM130,03.25.14.Rev.41,TLT-FMM130-03.25.14.r.41.e-02-StTk-Tp12-864431044809491.cfg,,"Logifleet SA",PILOT-DE,"2020-05-14 22:01:02"
864431044978221,1106233205,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",PILOT-DE,"2020-05-15 05:08:06"
867060038018459,1101714514,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",PILOT-DE,"2019-11-22 00:05:23"
867060038713893,1101712825,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,"FM3001 2019-03-21 13:42:19","Logifleet SA",PILOT-DE,"2020-05-15 04:12:59"
867060038745705,1101713449,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",PILOT-DE,"2020-05-15 04:29:13"
867060037998800,1101712985,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Gnägi,"2020-05-15 02:40:33"
867060038027823,1101714482,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Gnägi,"2020-05-14 20:53:16"
864403041363251,1102097404,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-15 07:16:14"
864403041363566,1102096205,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-14 21:10:29"
864403041363582,1102097406,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-15 07:29:34"
864403041363657,1102096200,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-14 20:59:42"
864403041369399,1102096204,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-15 02:17:54"
864403041369704,1102097403,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-14 22:41:56"
864403041369829,1102097401,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-14 20:39:29"
864403041369886,1102095773,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-04-01 11:38:18"
864403041378341,1102097873,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-14 23:56:53"
864403041384513,1102097405,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-15 02:19:11"
864403041384687,1102095772,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-15 08:15:45"
864403041384752,1102097148,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-03-11 00:01:28"
864403041384927,1102097023,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-02-06 15:03:53"
864403041385171,1102097182,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-15 07:12:25"
864403041388159,1102097176,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-14 20:36:56"
864403041388175,1102097180,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-04-01 07:17:48"
864403041388225,1102097149,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-15 02:49:08"
864403041388365,1102097021,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-15 03:27:19"
867060035471891,1101076172,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-15 02:39:51"
867060035480090,1101076200,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-14 20:31:10"
867060035482112,1101076199,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-14 22:57:51"
867060035496021,1101076202,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-14 21:48:35"
867060035496849,1101076210,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-15 02:11:04"
867060035729405,1101074738,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-14 23:34:15"
867060035747001,1101074737,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-15 00:29:49"
867060035747027,1101074735,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-04-26 23:49:26"
867060035747340,1101074741,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-14 21:07:27"
867060035747357,1101074740,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-15 02:26:50"
867060035753512,1101072688,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-14 20:46:38"
867060035755376,1101072692,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-15 03:42:11"
867060035755566,1101073305,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-15 00:50:27"
867060036643266,1101075184,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-15 01:44:40"
867060036644850,1101075155,FM3001,03.10.08.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-15 03:34:09"
867060036651616,1101075179,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-15 01:37:56"
867060036654883,1101073506,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-14 20:39:14"
867060036654917,1101073500,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-15 03:29:47"
867060037428741,1101331486,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-15 06:53:42"
867060038028094,1101714485,FM3001,03.25.14.Rev.03,FM3001-FW03.25.14.Rev.03-STDTRCK-TMP-1-2-8094-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-15 00:07:18"
867060038028771,1101714517,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-14 20:43:42"
867060038713711,1101712819,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-15 03:14:14"
867060038721813,1101713160,FM3001,03.25.14.Rev.03,FM3001-FW03.25.13.Rev.00-STDTRCK-TMP-1-2-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-14 21:32:51"
867060038723033,1101713461,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-04-01 03:19:04"
867060038741449,1101713462,FM3001,03.25.14.Rev.03,FM3001-FW03.25.14.Rev.03-STDTRCK-TMP-1-2-1449-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-14 23:51:37"
867060038747891,1101713464,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-15 03:53:16"
867060039079476,1101713065,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA","5075.26 OBD","2020-05-15 03:47:32"
864403041370223,1102097177,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5074.97,"2020-05-15 00:18:49"
864403041378259,1102097870,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5074.97,"2020-05-15 02:52:53"
864403041366791,1102097146,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.77,"2019-10-09 12:23:18"
864403041369555,1102097407,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.77,"2019-10-09 12:23:18"
864403041385221,1102097179,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.77,"2020-05-15 07:40:54"
860147040657577,1105887853,FM3001,03.25.05.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2020-02-24 12:52:18"
860147040661272,1105887653,FM3001,03.25.05.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2020-02-24 13:01:21"
860147040662031,1105887387,FM3001,03.25.05.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2020-02-25 00:52:36"
860147040662304,1105887649,FM3001,03.25.05.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2020-02-25 01:17:42"
860147040668673,1105891315,FM3001,03.25.05.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2020-02-25 01:25:40"
860147040673590,1105891887,FM3001,03.25.05.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2020-02-24 13:01:34"
860147040678565,1105892099,FM3001,03.25.05.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2020-02-25 01:25:39"
860147040680744,1105892103,FM3001,03.25.05.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2020-02-25 01:17:33"
864403042084203,1102430807,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-13 03:15:42"
864403044594498,1104091309,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-08 01:36:24"
864403044599745,1104092871,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-08 01:10:43"
864403044602028,1104092873,FM3001,03.25.05.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2020-05-15 00:09:31"
864403044602036,1104092874,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-08 01:30:21"
864403044603174,1104092868,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-08 01:11:42"
864403044607811,1104091310,FM3001,03.25.05.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2020-05-15 01:11:30"
864403044614809,1104093433,FM3001,03.25.05.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2020-05-15 01:50:18"
864403044820497,1104269938,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-13 08:04:53"
864403044822337,1104269933,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-13 08:14:02"
864403044835768,1104270226,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-08 00:30:11"
864403044835933,1104267932,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-08 00:46:49"
864403044836030,1104270222,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-08 01:36:34"
864403044836329,1104271778,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-08 01:29:44"
864403044839976,1104266108,FM3001,03.25.05.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2020-05-15 07:23:22"
864403044860956,1104267854,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-13 03:03:19"
864403044866425,1104266400,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-08 01:17:45"
864403044866599,1104267314,FM3001,03.25.05.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2020-05-14 21:48:45"
864403044866631,1104271772,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-08 02:22:48"
864403044866649,1104266973,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-08 00:41:25"
864403044866664,1104267310,FM3001,03.25.05.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2020-05-15 08:02:44"
864403044866680,1104267308,FM3001,03.25.05.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2020-05-15 07:30:13"
864403044866698,1104266737,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-07 22:28:04"
864403044866862,1104271776,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-08 01:06:17"
864403044866896,1104266976,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-08 22:42:11"
864403044867019,1104266002,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-13 08:04:49"
864403044867068,1104265999,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-13 02:37:55"
864403044867134,1104266735,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-13 03:15:12"
864403044867290,1104265997,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-13 02:19:22"
864403044867308,1104266001,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-13 02:58:00"
864403044867340,1104271777,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-07 10:32:12"
864403044867506,1104268061,FM3001,03.25.05.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2020-05-14 21:10:23"
864403044867647,1104273259,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-12 14:32:36"
864403044867696,1104267933,FM3001,03.25.05.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2020-05-14 23:14:51"
864403044871466,1104267312,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-08 22:41:58"
864403044871599,1104271775,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-08 02:22:14"
864403044871680,1104268059,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-13 02:19:13"
864403044871722,1104268064,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-08 22:28:05"
864403044871730,1104266738,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-13 03:03:01"
864403044871755,1104266978,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-12 14:32:33"
864403044871854,1104271771,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-08 01:06:13"
864403044871870,1104273261,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-13 08:14:10"
864403044871896,1104266731,FM3001,03.25.05.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2020-05-15 00:15:16"
864403044871912,1104271774,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-07 12:17:43"
864403044871938,1104266972,FM3001,03.25.05.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-12-16 03:51:30"
864403044871953,1104268063,FM3001,03.25.05.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2020-05-14 21:01:39"
864403044871979,1104268060,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-08 22:59:59"
864403044872035,1104268062,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-12 14:57:02"
864403044872159,1104266396,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-08 23:30:41"
864403044872282,1104270220,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-08 10:58:57"
864403044872365,1104266398,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-08 00:18:20"
864403044872936,1104270225,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-07 12:45:57"
864403044873090,1104267853,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-08 22:23:57"
864403044873124,1104270224,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-08 00:41:28"
864403044873181,1104267855,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-13 02:37:45"
864403044873363,1104270219,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-08 01:17:25"
864403044873405,1104267852,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",Starterkit,"2019-11-07 10:32:25"
